id,filename,status,issue_codes,path
pharmacy_label_printer_station_01,pharmacy_label_printer_station_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\pharmacy_label_printer_station_01.png
pharmacy_medication_shelving_01,pharmacy_medication_shelving_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\pharmacy_medication_shelving_01.png
pharmacy_refrigerator_01,pharmacy_refrigerator_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\pharmacy_refrigerator_01.png
pharmacy_returns_bin_station_01,pharmacy_returns_bin_station_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\pharmacy_returns_bin_station_01.png
physician_desk_small_01,physician_desk_small_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\physician_desk_small_01.png
portable_ultrasound_01,portable_ultrasound_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\portable_ultrasound_01.png
portable_xray_unit_01,portable_xray_unit_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\portable_xray_unit_01.png
prescription_will_call_rack_01,prescription_will_call_rack_01.png,warning,touching_canvas_edge,C:\Users\USER\RastalR-Modern\staging\pending\normalized\prescription_will_call_rack_01.png
privacy_curtain_corner_01,privacy_curtain_corner_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\privacy_curtain_corner_01.png
privacy_curtain_folded_01,privacy_curtain_folded_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\privacy_curtain_folded_01.png
privacy_curtain_straight_01,privacy_curtain_straight_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\privacy_curtain_straight_01.png
privacy_screen_mobile_01,privacy_screen_mobile_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\privacy_screen_mobile_01.png
queue_barrier_corner_01,queue_barrier_corner_01.png,warning,touching_canvas_edge,C:\Users\USER\RastalR-Modern\staging\pending\normalized\queue_barrier_corner_01.png
